edge_id,source_strut_id,source_class,k,neighbor_edge_ids,neighbor_categories,neighbor_distances_mm,present_neighbor_count,unintentional_missing_neighbor_count,unintentional_broken_neighbor_count,intentional_missing_neighbor_count,resolved_neighbor_count,unresolved_neighbor_count
E_N001038_N001049,1828,unintentional_missing,10,"[""E_N001038_N001045"",""E_N001047_N001049"",""E_N001038_N001047"",""E_N001045_N001049"",""E_N001043_N001049"",""E_N001024_N001049"",""E_N001038_N001063"",""E_N001045_N001047"",""E_N001043_N001047"",""E_N001044_N001049""]","[""present"","""",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728237,2.7924183067728237]",6,3,0,0,9,1
E_N001038_N001063,1857,unintentional_missing,1,"[""E_N001059_N001063""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N001038_N001063,1857,unintentional_missing,3,"[""E_N001059_N001063"",""E_N001038_N001059"",""E_N001047_N001063""]","[""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.6122034611053286]",3,0,0,0,3,0
E_N001038_N001063,1857,unintentional_missing,5,"[""E_N001059_N001063"",""E_N001038_N001059"",""E_N001047_N001063"",""E_N001038_N001047"",""E_N001052_N001063""]","[""present"",""present"",""present"",""present"",""""]","[1.6122034611053278,1.6122034611053286,1.6122034611053286,1.612203461105329,2.2799999999999976]",4,0,0,0,4,1
E_N001038_N001063,1857,unintentional_missing,10,"[""E_N001059_N001063"",""E_N001038_N001059"",""E_N001047_N001063"",""E_N001038_N001047"",""E_N001052_N001063"",""E_N001043_N001063"",""E_N001038_N001049"",""E_N001047_N001059"",""E_N001052_N001059"",""E_N001061_N001063""]","[""present"",""present"",""present"",""present"","""",""unintentional_missing"",""unintentional_missing"",""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.6122034611053286,1.612203461105329,2.2799999999999976,2.2800000000000002,2.280000000000001,2.280000000000001,2.7924183067728214,2.7924183067728214]",7,2,0,0,9,1
E_N001043_N001049,1831,unintentional_missing,1,"[""E_N001043_N001044""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N001043_N001049,1831,unintentional_missing,3,"[""E_N001043_N001044"",""E_N001047_N001049"",""E_N001043_N001047""]","[""present"","""",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329]",2,0,0,0,2,1
E_N001043_N001049,1831,unintentional_missing,5,"[""E_N001043_N001044"",""E_N001047_N001049"",""E_N001043_N001047"",""E_N001044_N001049"",""E_N001043_N002183""]","[""present"","""",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994]",3,1,0,0,4,1
E_N001043_N001049,1831,unintentional_missing,10,"[""E_N001043_N001044"",""E_N001047_N001049"",""E_N001043_N001047"",""E_N001044_N001049"",""E_N001043_N002183"",""E_N001038_N001049"",""E_N001029_N001049"",""E_N001043_N001063"",""E_N001044_N001047"",""E_N001043_N002181""]","[""present"","""",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",5,4,0,0,9,1
E_N001043_N001063,1858,unintentional_missing,1,"[""E_N001058_N001063""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N001043_N001063,1858,unintentional_missing,3,"[""E_N001058_N001063"",""E_N001043_N001058"",""E_N001047_N001063""]","[""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.6122034611053289]",3,0,0,0,3,0
E_N001043_N001063,1858,unintentional_missing,5,"[""E_N001058_N001063"",""E_N001043_N001058"",""E_N001047_N001063"",""E_N001043_N001047"",""E_N001057_N001063""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.6122034611053286,1.6122034611053289,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N001043_N001063,1858,unintentional_missing,10,"[""E_N001058_N001063"",""E_N001043_N001058"",""E_N001047_N001063"",""E_N001043_N001047"",""E_N001057_N001063"",""E_N001043_N002197"",""E_N001038_N001063"",""E_N001043_N001049"",""E_N001047_N001058"",""E_N001057_N001058""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.6122034611053289,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",6,4,0,0,10,0
E_N001043_N002183,3844,unintentional_missing,1,"[""E_N001043_N001044""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N001043_N002183,3844,unintentional_missing,3,"[""E_N001043_N001044"",""E_N001043_N002181"",""E_N001044_N002183""]","[""present"",""present"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N001043_N002183,3844,unintentional_missing,5,"[""E_N001043_N001044"",""E_N001043_N002181"",""E_N001044_N002183"",""E_N002181_N002183"",""E_N001043_N001049""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994]",4,1,0,0,5,0
E_N001043_N002183,3844,unintentional_missing,10,"[""E_N001043_N001044"",""E_N001043_N002181"",""E_N001044_N002183"",""E_N002181_N002183"",""E_N001043_N001049"",""E_N002177_N002183"",""E_N001029_N002183"",""E_N001043_N002197"",""E_N001044_N002181"",""E_N001043_N001047""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",6,4,0,0,10,0
E_N001043_N002197,3873,unintentional_missing,1,"[""E_N001058_N002197""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N001043_N002197,3873,unintentional_missing,3,"[""E_N001058_N002197"",""E_N001043_N001058"",""E_N001043_N002181""]","[""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.612203461105329]",3,0,0,0,3,0
E_N001043_N002197,3873,unintentional_missing,5,"[""E_N001058_N002197"",""E_N001043_N001058"",""E_N001043_N002181"",""E_N002181_N002197"",""E_N001057_N002197""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N001043_N002197,3873,unintentional_missing,10,"[""E_N001058_N002197"",""E_N001043_N001058"",""E_N001043_N002181"",""E_N002181_N002197"",""E_N001057_N002197"",""E_N001043_N001063"",""E_N002177_N002197"",""E_N001043_N002183"",""E_N001058_N002181"",""E_N001057_N001058""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",6,4,0,0,10,0
E_N001057_N001063,1859,unintentional_missing,1,"[""E_N001058_N001063""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N001057_N001063,1859,unintentional_missing,3,"[""E_N001058_N001063"",""E_N001057_N001058"",""E_N001061_N001063""]","[""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.6122034611053289]",3,0,0,0,3,0
E_N001057_N001063,1859,unintentional_missing,5,"[""E_N001058_N001063"",""E_N001057_N001058"",""E_N001061_N001063"",""E_N001057_N001061"",""E_N001043_N001063""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.6122034611053286,1.6122034611053289,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N001057_N001063,1859,unintentional_missing,10,"[""E_N001058_N001063"",""E_N001057_N001058"",""E_N001061_N001063"",""E_N001057_N001061"",""E_N001043_N001063"",""E_N001057_N002197"",""E_N001052_N001063"",""E_N001057_N001077"",""E_N001058_N001061"",""E_N001043_N001058""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"","""",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.6122034611053289,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",6,3,0,0,9,1
E_N001057_N001077,1886,unintentional_missing,1,"[""E_N001057_N001072""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N001057_N001077,1886,unintentional_missing,3,"[""E_N001057_N001072"",""E_N001061_N001077"",""E_N001057_N001061""]","[""present"",""present"",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329]",3,0,0,0,3,0
E_N001057_N001077,1886,unintentional_missing,5,"[""E_N001057_N001072"",""E_N001061_N001077"",""E_N001057_N001061"",""E_N001072_N001077"",""E_N001071_N001077""]","[""present"",""present"",""present"","""",""unintentional_missing""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999976]",3,1,0,0,4,1
E_N001057_N001077,1886,unintentional_missing,10,"[""E_N001057_N001072"",""E_N001061_N001077"",""E_N001057_N001061"",""E_N001072_N001077"",""E_N001071_N001077"",""E_N001057_N002211"",""E_N001052_N001077"",""E_N001057_N001063"",""E_N001061_N001072"",""E_N001071_N001072""]","[""present"",""present"",""present"","""",""unintentional_missing"",""unintentional_missing"","""",""unintentional_missing"",""present"",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",5,3,0,0,8,2
E_N001057_N002197,3872,unintentional_missing,1,"[""E_N001058_N002197""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N001057_N002197,3872,unintentional_missing,3,"[""E_N001058_N002197"",""E_N001057_N001058"",""E_N001057_N002195""]","[""present"",""present"",""""]","[1.6122034611053278,1.6122034611053286,1.612203461105329]",2,0,0,0,2,1
E_N001057_N002197,3872,unintentional_missing,5,"[""E_N001058_N002197"",""E_N001057_N001058"",""E_N001057_N002195"",""E_N002195_N002197"",""E_N001043_N002197""]","[""present"",""present"","""",""present"",""unintentional_missing""]","[1.6122034611053278,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999976]",3,1,0,0,4,1
E_N001057_N002197,3872,unintentional_missing,10,"[""E_N001058_N002197"",""E_N001057_N001058"",""E_N001057_N002195"",""E_N002195_N002197"",""E_N001043_N002197"",""E_N001057_N001063"",""E_N002191_N002197"",""E_N001057_N002211"",""E_N001058_N002195"",""E_N001043_N001058""]","[""present"",""present"","""",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",5,4,0,0,9,1
E_N001057_N002211,3901,unintentional_missing,1,"[""E_N001057_N001072""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N001057_N002211,3901,unintentional_missing,3,"[""E_N001057_N001072"",""E_N001057_N002195"",""E_N001072_N002211""]","[""present"","""",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329]",2,0,0,0,2,1
E_N001057_N002211,3901,unintentional_missing,5,"[""E_N001057_N001072"",""E_N001057_N002195"",""E_N001072_N002211"",""E_N002195_N002211"",""E_N001071_N002211""]","[""present"","""",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",3,1,0,0,4,1
E_N001057_N002211,3901,unintentional_missing,10,"[""E_N001057_N001072"",""E_N001057_N002195"",""E_N001072_N002211"",""E_N002195_N002211"",""E_N001071_N002211"",""E_N001057_N001077"",""E_N002191_N002211"",""E_N001057_N002197"",""E_N001072_N002195"",""E_N001071_N001072""]","[""present"","""",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",5,4,0,0,9,1
E_N001071_N001077,1887,unintentional_missing,1,"[""E_N001072_N001077""]","[""""]",[1.6122034611053266],0,0,0,0,0,1
E_N001071_N001077,1887,unintentional_missing,3,"[""E_N001072_N001077"",""E_N001071_N001072"",""E_N001075_N001077""]","["""",""present"",""present""]","[1.6122034611053266,1.6122034611053286,1.6122034611053289]",2,0,0,0,2,1
E_N001071_N001077,1887,unintentional_missing,5,"[""E_N001072_N001077"",""E_N001071_N001072"",""E_N001075_N001077"",""E_N001071_N001075"",""E_N001057_N001077""]","["""",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053286,1.6122034611053289,1.612203461105329,2.2799999999999976]",3,1,0,0,4,1
E_N001071_N001077,1887,unintentional_missing,10,"[""E_N001072_N001077"",""E_N001071_N001072"",""E_N001075_N001077"",""E_N001071_N001075"",""E_N001057_N001077"",""E_N001071_N002211"",""E_N001066_N001077"",""E_N001071_N001091"",""E_N001072_N001075"",""E_N001057_N001072""]","["""",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"","""",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.6122034611053286,1.6122034611053289,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",5,3,0,0,8,2
E_N001071_N001091,1914,unintentional_missing,1,"[""E_N001071_N001086""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N001071_N001091,1914,unintentional_missing,3,"[""E_N001071_N001086"",""E_N001075_N001091"",""E_N001071_N001075""]","[""present"","""",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329]",2,0,0,0,2,1
E_N001071_N001091,1914,unintentional_missing,5,"[""E_N001071_N001086"",""E_N001075_N001091"",""E_N001071_N001075"",""E_N001086_N001091"",""E_N001071_N002225""]","[""present"","""",""present"","""",""""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994]",2,0,0,0,2,3
E_N001071_N001091,1914,unintentional_missing,10,"[""E_N001071_N001086"",""E_N001075_N001091"",""E_N001071_N001075"",""E_N001086_N001091"",""E_N001071_N002225"",""E_N001066_N001091"",""E_N001071_N001077"",""E_N001075_N001086"",""E_N001085_N001091"",""E_N001071_N002209""]","[""present"","""",""present"","""","""","""",""unintentional_missing"",""present"","""",""""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",3,1,0,0,4,6
E_N001071_N002211,3900,unintentional_missing,1,"[""E_N001072_N002211""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N001071_N002211,3900,unintentional_missing,3,"[""E_N001072_N002211"",""E_N001071_N001072"",""E_N001071_N002209""]","[""present"",""present"",""""]","[1.6122034611053266,1.6122034611053286,1.612203461105329]",2,0,0,0,2,1
E_N001071_N002211,3900,unintentional_missing,5,"[""E_N001072_N002211"",""E_N001071_N001072"",""E_N001071_N002209"",""E_N002209_N002211"",""E_N001057_N002211""]","[""present"",""present"","""",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999976]",3,1,0,0,4,1
E_N001071_N002211,3900,unintentional_missing,10,"[""E_N001072_N002211"",""E_N001071_N001072"",""E_N001071_N002209"",""E_N002209_N002211"",""E_N001057_N002211"",""E_N001071_N001077"",""E_N002205_N002211"",""E_N001071_N002225"",""E_N001072_N002209"",""E_N001057_N001072""]","[""present"",""present"","""",""present"",""unintentional_missing"",""unintentional_missing"","""","""",""present"",""present""]","[1.6122034611053266,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",5,2,0,0,7,3
E_N001085_N002225,3928,unintentional_missing,1,"[""E_N001085_N001086""]","[""""]",[1.6122034611053286],0,0,0,0,0,1
E_N001085_N002225,3928,unintentional_missing,3,"[""E_N001085_N001086"",""E_N001085_N002223"",""E_N001086_N002225""]","["""","""",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329]",1,0,0,0,1,2
E_N001085_N002225,3928,unintentional_missing,5,"[""E_N001085_N001086"",""E_N001085_N002223"",""E_N001086_N002225"",""E_N002223_N002225"",""E_N001085_N001091""]","["""","""",""present"","""",""""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994]",1,0,0,0,1,4
E_N001085_N002225,3928,unintentional_missing,10,"[""E_N001085_N001086"",""E_N001085_N002223"",""E_N001086_N002225"",""E_N002223_N002225"",""E_N001085_N001091"",""E_N002219_N002225"",""E_N001071_N002225"",""E_N001085_N002239"",""E_N001086_N002223"",""E_N001085_N001089""]","["""","""",""present"","""","""","""","""","""",""present"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",3,0,0,0,3,7
